FID,Shape,kecamatan,kabupaten,provinsi,lat,lon,kategori
2142,"Point[X=107.137273299823, Y=-6.52702234900215, WKID=4326]",CARIU,BOGOR,JAWA BARAT,-6.527022349,107.1372733,medium
2143,"Point[X=112.680939400433, Y=-8.05976061555992, WKID=4326]",TAJINAN,MALANG,JAWA TIMUR,-8.059760616,112.6809394,medium
2144,"Point[X=110.395459099758, Y=-7.25835628891156, WKID=4326]",AMBARAWA,SEMARANG,JAWA TENGAH,-7.258356289,110.3954591,medium
2145,"Point[X=109.313010500334, Y=-0.0369849913641929, WKID=4326]",PONTIANAK KOTA,KOTA PONTIANAK,KALIMANTAN BARAT,-0.036984991,109.3130105,medium
2146,"Point[X=101.631039900171, Y=0.652728503217872, WKID=4326]",TUALANG,SIAK,RIAU,0.652728503,101.6310399,medium
2147,"Point[X=107.248409400374, Y=-6.15937164368637, WKID=4326]",PEBAYURAN,BEKASI,JAWA BARAT,-6.159371644,107.2484094,medium
2148,"Point[X=117.233093100366, Y=-8.49456890513085, WKID=4326]",RHEE,SUMBAWA,NUSA TENGGARA BARAT,-8.494568905,117.2330931,medium
2149,"Point[X=108.631772800375, Y=-7.08650561883917, WKID=4326]",CIWARU,KUNINGAN,JAWA BARAT,-7.086505619,108.6317728,medium
2150,"Point[X=100.41465849969, Y=-0.895427976120175, WKID=4326]",KURANJI,KOTA PADANG,SUMATERA BARAT,-0.895427976,100.4146585,medium
2151,"Point[X=108.452154700179, Y=-7.00806488568588, WKID=4326]",KADUGEDE,KUNINGAN,JAWA BARAT,-7.008064886,108.4521547,medium
2152,"Point[X=116.144133799635, Y=-8.59869223535833, WKID=4326]",SANDUBAYA,KOTA MATARAM,NUSA TENGGARA BARAT,-8.598692235,116.1441338,medium
2153,"Point[X=111.542234400197, Y=-7.61712847240102, WKID=4326]",KARTOHARJO,KOTA MADIUN,JAWA TIMUR,-7.617128472,111.5422344,medium
2154,"Point[X=111.515820700165, Y=-7.61894357588528, WKID=4326]",MANGUHARJO,KOTA MADIUN,JAWA TIMUR,-7.618943576,111.5158207,medium
2155,"Point[X=106.546913300409, Y=-6.49321847455292, WKID=4326]",CIGUDEG,BOGOR,JAWA BARAT,-6.493218475,106.5469133,medium
2156,"Point[X=110.764950399841, Y=-7.14892249617623, WKID=4326]",KARANGRAYUNG,GROBOGAN,JAWA TENGAH,-7.148922496,110.7649504,medium
2157,"Point[X=114.597016299862, Y=-3.34888518460355, WKID=4326]",BANJARMASIN SELATAN,KOTA BANJARMASIN,KALIMANTAN SELATAN,-3.348885185,114.5970163,medium
2158,"Point[X=113.902492200355, Y=-1.71251069930929, WKID=4326]",BANAMA TINGANG,PULANG PISAU,KALIMANTAN TENGAH,-1.712510699,113.9024922,medium
2159,"Point[X=115.311868100233, Y=-8.57197866088643, WKID=4326]",BLAHBATUH,GIANYAR,BALI,-8.571978661,115.3118681,medium
2160,"Point[X=111.513147100259, Y=-6.65019469522895, WKID=4326]",SLUKE,REMBANG,JAWA TENGAH,-6.650194695,111.5131471,medium
2161,"Point[X=112.621990600286, Y=-8.34333102820432, WKID=4326]",GEDANGAN,MALANG,JAWA TIMUR,-8.343331028,112.6219906,medium
2162,"Point[X=100.404862000281, Y=-0.809132617276418, WKID=4326]",KOTO TANGAH,KOTA PADANG,SUMATERA BARAT,-0.809132617,100.404862,medium
2163,"Point[X=108.747436300345, Y=-6.89809627872023, WKID=4326]",CILEDUG,CIREBON,JAWA BARAT,-6.898096279,108.7474363,medium
2164,"Point[X=106.519243299639, Y=-6.05630346912977, WKID=4326]",MAUK,TANGERANG,BANTEN,-6.056303469,106.5192433,medium
2165,"Point[X=98.7760404397146, Y=2.06193360655072, WKID=4326]",PARMONANGAN,TAPANULI UTARA,SUMATERA UTARA,2.061933607,98.77604044,medium
2166,"Point[X=112.545875100256, Y=-6.9257578870168, WKID=4326]",UJUNGPANGKAH,GRESIK,JAWA TIMUR,-6.925757887,112.5458751,medium
2167,"Point[X=108.599553999917, Y=-6.9469134237155, WKID=4326]",CIAWIGEBANG,KUNINGAN,JAWA BARAT,-6.946913424,108.599554,medium
2168,"Point[X=107.368271100231, Y=-6.30580011808092, WKID=4326]",MAJALAYA,KARAWANG,JAWA BARAT,-6.305800118,107.3682711,medium
2169,"Point[X=96.7309290001733, Y=4.38107768708562, WKID=4326]",JAGONG JEGET,ACEH TENGAH,ACEH,4.381077687,96.730929,medium
2170,"Point[X=98.6928520703668, Y=3.60356271204955, WKID=4326]",MEDAN PERJUANGAN,KOTA MEDAN,SUMATERA UTARA,3.603562712,98.69285207,medium
2171,"Point[X=107.016001900068, Y=-6.71412149201319, WKID=4326]",CIPANAS,CIANJUR,JAWA BARAT,-6.714121492,107.0160019,medium
2172,"Point[X=112.493731600433, Y=-8.16577061012549, WKID=4326]",SUMBERPUCUNG,MALANG,JAWA TIMUR,-8.16577061,112.4937316,medium
2173,"Point[X=105.211273100174, Y=-4.99374424370183, WKID=4326]",GUNUNG SUGIH,LAMPUNG TENGAH,LAMPUNG,-4.993744244,105.2112731,medium
2174,"Point[X=104.591767299921, Y=-4.75853065176813, WKID=4326]",GUNUNG LABUHAN,WAY KANAN,LAMPUNG,-4.758530652,104.5917673,medium
2175,"Point[X=106.457019700099, Y=-6.48157396186878, WKID=4326]",JASINGA,BOGOR,JAWA BARAT,-6.481573962,106.4570197,medium
2176,"Point[X=110.967589899754, Y=-7.42217249496463, WKID=4326]",SIDOHARJO,SRAGEN,JAWA TENGAH,-7.422172495,110.9675899,medium
2177,"Point[X=105.219961800297, Y=-4.71017185075027, WKID=4326]",TERUSAN NUNYAI,LAMPUNG TENGAH,LAMPUNG,-4.710171851,105.2199618,medium
2178,"Point[X=101.126729300417, Y=0.27923506174875, WKID=4326]",KAMPAR,KAMPAR,RIAU,0.279235062,101.1267293,medium
2179,"Point[X=102.731443199844, Y=-1.55083750484692, WKID=4326]",TEBO ILIR,TEBO,JAMBI,-1.550837505,102.7314432,medium
2180,"Point[X=112.597638499817, Y=-8.056796773852, WKID=4326]",PAKISAJI,MALANG,JAWA TIMUR,-8.056796774,112.5976385,medium
2181,"Point[X=112.273600400039, Y=-8.09960755734284, WKID=4326]",TALUN,BLITAR,JAWA TIMUR,-8.099607557,112.2736004,medium
2182,"Point[X=111.706878700192, Y=-7.95110495492969, WKID=4326]",BENDUNGAN,TRENGGALEK,JAWA TIMUR,-7.951104955,111.7068787,medium
2183,"Point[X=106.43674800002, Y=-6.16000769459936, WKID=4326]",SUKAMULYA,TANGERANG,BANTEN,-6.160007695,106.436748,medium
2184,"Point[X=112.361096500403, Y=-7.20373693840895, WKID=4326]",KEMBANGBAHU,LAMONGAN,JAWA TIMUR,-7.203736938,112.3610965,medium
2185,"Point[X=98.4793671899439, Y=3.60090334841084, WKID=4326]",BINJAI KOTA,KOTA BINJAI,SUMATERA UTARA,3.600903348,98.47936719,medium
2186,"Point[X=111.463813899992, Y=-6.68723539070066, WKID=4326]",LASEM,REMBANG,JAWA TENGAH,-6.687235391,111.4638139,medium
2187,"Point[X=113.5283960998, Y=-8.2706072870966, WKID=4326]",BALUNG,JEMBER,JAWA TIMUR,-8.270607287,113.5283961,medium
2188,"Point[X=110.57522209962, Y=-7.6341073362845, WKID=4326]",JATINOM,KLATEN,JAWA TENGAH,-7.634107336,110.5752221,medium
2189,"Point[X=106.558066099771, Y=-6.07010402368172, WKID=4326]",SUKADIRI,TANGERANG,BANTEN,-6.070104024,106.5580661,medium
2190,"Point[X=104.293783999632, Y=1.02739273968325, WKID=4326]",SERI KUALA LOBAM,BINTAN,KEPULAUAN RIAU,1.02739274,104.293784,medium
2191,"Point[X=109.611345399571, Y=-7.64319470317298, WKID=4326]",SRUWENG,KEBUMEN,JAWA TENGAH,-7.643194703,109.6113454,medium
2192,"Point[X=116.13326480023, Y=-8.50428817076244, WKID=4326]",GUNUNGSARI,LOMBOK BARAT,NUSA TENGGARA BARAT,-8.504288171,116.1332648,medium
2193,"Point[X=111.193512699951, Y=-7.18680871085326, WKID=4326]",GABUS,GROBOGAN,JAWA TENGAH,-7.186808711,111.1935127,medium
2194,"Point[X=113.769536799584, Y=-8.15739319503984, WKID=4326]",PAKUSARI,JEMBER,JAWA TIMUR,-8.157393195,113.7695368,medium
2195,"Point[X=110.350918599814, Y=-7.2912669342216, WKID=4326]",JAMBU,SEMARANG,JAWA TENGAH,-7.291266934,110.3509186,medium
2196,"Point[X=109.29133370039, Y=-7.4511319400869, WKID=4326]",SOKARAJA,BANYUMAS,JAWA TENGAH,-7.45113194,109.2913337,medium
2197,"Point[X=105.921829099933, Y=-6.08979860811922, WKID=4326]",ANYAR,SERANG,BANTEN,-6.089798608,105.9218291,medium
2198,"Point[X=101.46825070011, Y=0.125300936389124, WKID=4326]",KAMPAR KIRI HILIR,KAMPAR,RIAU,0.125300936,101.4682507,medium
2199,"Point[X=124.817382900301, Y=1.44745399490597, WKID=4326]",MALALAYANG,KOTA MANADO,SULAWESI UTARA,1.447453995,124.8173829,medium
2200,"Point[X=108.615147499558, Y=-6.83407820524491, WKID=4326]",LEMAHABANG,CIREBON,JAWA BARAT,-6.834078205,108.6151475,medium
2201,"Point[X=113.202187999776, Y=-7.79021883003492, WKID=4326]",KEDOPAK,KOTA PROBOLINGGO,JAWA TIMUR,-7.79021883,113.202188,medium
2202,"Point[X=116.837734200073, Y=-8.73821834200282, WKID=4326]",TALIWANG,SUMBAWA BARAT,NUSA TENGGARA BARAT,-8.738218342,116.8377342,medium
2203,"Point[X=119.444437399666, Y=-5.11815319191624, WKID=4326]",TALLO,KOTA MAKASSAR,SULAWESI SELATAN,-5.118153192,119.4444374,medium
2204,"Point[X=112.292792400149, Y=-7.09279476676505, WKID=4326]",PUCUK,LAMONGAN,JAWA TIMUR,-7.092794767,112.2927924,medium
2205,"Point[X=104.713373799661, Y=-3.75240095563953, WKID=4326]",CEMPAKA,OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,-3.752400956,104.7133738,medium
2206,"Point[X=109.184266700248, Y=-6.92489375364374, WKID=4326]",TARUB,TEGAL,JAWA TENGAH,-6.924893754,109.1842667,medium
2207,"Point[X=110.218672899934, Y=-7.4774287876084, WKID=4326]",MAGELANG TENGAH,KOTA MAGELANG,JAWA TENGAH,-7.477428788,110.2186729,medium
2208,"Point[X=114.627689199897, Y=-3.32617554836281, WKID=4326]",BANJARMASIN TIMUR,KOTA BANJARMASIN,KALIMANTAN SELATAN,-3.326175548,114.6276892,medium
2209,"Point[X=106.798229099793, Y=-6.97423322488339, WKID=4326]",CIKEMBAR,SUKABUMI,JAWA BARAT,-6.974233225,106.7982291,medium
2210,"Point[X=109.052514599569, Y=-6.84429525372292, WKID=4326]",BREBES,BREBES,JAWA TENGAH,-6.844295254,109.0525146,medium
2211,"Point[X=113.235081500411, Y=-8.13463141161031, WKID=4326]",LUMAJANG,LUMAJANG,JAWA TIMUR,-8.134631412,113.2350815,medium
2212,"Point[X=110.356076000407, Y=-7.50387833731537, WKID=4326]",SAWANGAN,MAGELANG,JAWA TENGAH,-7.503878337,110.356076,medium
2213,"Point[X=107.039271400255, Y=-6.74938258024184, WKID=4326]",PACET,CIANJUR,JAWA BARAT,-6.74938258,107.0392714,medium
2214,"Point[X=107.766937900364, Y=-6.98012052244411, WKID=4326]",RANCAEKEK,BANDUNG,JAWA BARAT,-6.980120522,107.7669379,medium
2215,"Point[X=106.782839499843, Y=-6.76667088915019, WKID=4326]",CICURUG,SUKABUMI,JAWA BARAT,-6.766670889,106.7828395,medium
2216,"Point[X=112.207976300166, Y=-8.12433645216549, WKID=4326]",KANIGORO,BLITAR,JAWA TIMUR,-8.124336452,112.2079763,medium
2217,"Point[X=102.423350099727, Y=-0.338418285275623, WKID=4326]",RENGAT BARAT,INDRAGIRI HULU,RIAU,-0.338418285,102.4233501,medium
2218,"Point[X=106.721884299621, Y=-6.99259702763067, WKID=4326]",WARUNG KIARA,SUKABUMI,JAWA BARAT,-6.992597028,106.7218843,medium
2219,"Point[X=114.03382469985, Y=-7.71673557009046, WKID=4326]",PANJI,SITUBONDO,JAWA TIMUR,-7.71673557,114.0338247,medium
2220,"Point[X=109.404648000305, Y=-7.21840078816581, WKID=4326]",KARANGJAMBU,PURBALINGGA,JAWA TENGAH,-7.218400788,109.404648,medium
2221,"Point[X=112.120300900167, Y=-8.02120841063959, WKID=4326]",PONGGOK,BLITAR,JAWA TIMUR,-8.021208411,112.1203009,medium
2222,"Point[X=113.402721899896, Y=-8.40388014585199, WKID=4326]",PUGER,JEMBER,JAWA TIMUR,-8.403880146,113.4027219,medium
2223,"Point[X=105.654035299689, Y=-3.11241128994902, WKID=4326]",TULUNG SELAPAN,OGAN KOMERING ILIR,SUMATERA SELATAN,-3.11241129,105.6540353,medium
2224,"Point[X=102.339207000203, Y=1.48319927812423, WKID=4326]",BANTAN,BENGKALIS,RIAU,1.483199278,102.339207,medium
2225,"Point[X=111.27765850014, Y=-6.72234798197377, WKID=4326]",KALIORI,REMBANG,JAWA TENGAH,-6.722347982,111.2776585,medium
2226,"Point[X=106.01972609988, Y=-5.97046659725561, WKID=4326]",GEROGOL,KOTA CILEGON,BANTEN,-5.970466597,106.0197261,medium
2227,"Point[X=113.538389399651, Y=-8.35700891612851, WKID=4326]",WULUHAN,JEMBER,JAWA TIMUR,-8.357008916,113.5383894,medium
2228,"Point[X=109.267129700276, Y=-6.90565560841952, WKID=4326]",SURADADI,TEGAL,JAWA TENGAH,-6.905655608,109.2671297,medium
2229,"Point[X=111.986366699763, Y=-7.44078672832478, WKID=4326]",NGLUYU,NGANJUK,JAWA TIMUR,-7.440786728,111.9863667,medium
2230,"Point[X=119.758885499666, Y=-5.60359278208119, WKID=4326]",TURATEA,JENEPONTO,SULAWESI SELATAN,-5.603592782,119.7588855,medium
2231,"Point[X=115.541997300335, Y=-8.40599165509076, WKID=4326]",BEBANDEM,KARANGASEM,BALI,-8.405991655,115.5419973,medium
2232,"Point[X=111.049784500255, Y=-7.38735886531936, WKID=4326]",NGRAMPAL,SRAGEN,JAWA TENGAH,-7.387358865,111.0497845,medium
2233,"Point[X=112.727596899977, Y=-7.13651072419054, WKID=4326]",KAMAL,BANGKALAN,JAWA TIMUR,-7.136510724,112.7275969,medium
2234,"Point[X=112.047299999695, Y=-7.97499962063591, WKID=4326]",RINGINREJO,KEDIRI,JAWA TIMUR,-7.974999621,112.0473,medium
2235,"Point[X=110.618124200272, Y=-6.76698393685916, WKID=4326]",WEDUNG,DEMAK,JAWA TENGAH,-6.766983937,110.6181242,medium
2236,"Point[X=113.763908499578, Y=-8.41184200130726, WKID=4326]",TEMPUREJO,JEMBER,JAWA TIMUR,-8.411842001,113.7639085,medium
2237,"Point[X=109.976911899964, Y=-7.75611898420374, WKID=4326]",BANYUURIP,PURWOREJO,JAWA TENGAH,-7.756118984,109.9769119,medium
2238,"Point[X=106.273355300007, Y=-6.1512504796259, WKID=4326]",KRAGILAN,SERANG,BANTEN,-6.15125048,106.2733553,medium
2239,"Point[X=109.244150699995, Y=-7.44664994294044, WKID=4326]",PURWOKERTO SELATAN,BANYUMAS,JAWA TENGAH,-7.446649943,109.2441507,medium
2240,"Point[X=105.306199400182, Y=-5.3991799845686, WKID=4326]",SUKABUMI,KOTA BANDAR LAMPUNG,LAMPUNG,-5.399179985,105.3061994,medium
2241,"Point[X=111.998949399595, Y=-7.62977500521225, WKID=4326]",TANJUNGANOM,NGANJUK,JAWA TIMUR,-7.629775005,111.9989494,medium
2242,"Point[X=114.236356800026, Y=-8.15856146743772, WKID=4326]",LICIN,BANYUWANGI,JAWA TIMUR,-8.158561467,114.2363568,medium
2243,"Point[X=107.796906499935, Y=-6.86804158974752, WKID=4326]",TANJUNGSARI,SUMEDANG,JAWA BARAT,-6.86804159,107.7969065,medium
2244,"Point[X=114.666725699631, Y=-8.18787558538992, WKID=4326]",GEROKGAK,BULELENG,BALI,-8.187875585,114.6667257,medium
2245,"Point[X=106.073763699635, Y=-5.96079691844301, WKID=4326]",BOJONEGARA,SERANG,BANTEN,-5.960796918,106.0737637,medium
2246,"Point[X=112.810185899959, Y=-7.58618597540237, WKID=4326]",BANGIL,PASURUAN,JAWA TIMUR,-7.586185975,112.8101859,medium
2247,"Point[X=108.189489599565, Y=-7.008847982948, WKID=4326]",LEMAHSUGIH,MAJALENGKA,JAWA BARAT,-7.008847983,108.1894896,medium
2248,"Point[X=112.274546100123, Y=-7.18107841693535, WKID=4326]",SUGIO,LAMONGAN,JAWA TIMUR,-7.181078417,112.2745461,medium
2249,"Point[X=110.590919800109, Y=-7.34976286186651, WKID=4326]",SURUH,SEMARANG,JAWA TENGAH,-7.349762862,110.5909198,medium
2250,"Point[X=99.0721374803605, Y=3.45664081292324, WKID=4326]",SEI. RAMPAH,SERDANG BEDAGAI,SUMATERA UTARA,3.456640813,99.07213748,medium
2251,"Point[X=111.993924399891, Y=-7.52445407839298, WKID=4326]",GONDANG,NGANJUK,JAWA TIMUR,-7.524454078,111.9939244,medium
2252,"Point[X=102.305891099695, Y=-2.09218777484591, WKID=4326]",BANGKO,MERANGIN,JAMBI,-2.092187775,102.3058911,medium
2253,"Point[X=110.831263300361, Y=-7.10291995489195, WKID=4326]",PENAWANGAN,GROBOGAN,JAWA TENGAH,-7.102919955,110.8312633,medium
2254,"Point[X=109.298751400357, Y=-0.0178214431050492, WKID=4326]",PONTIANAK BARAT,KOTA PONTIANAK,KALIMANTAN BARAT,-0.017821443,109.2987514,medium
2255,"Point[X=110.654075799658, Y=-6.87204777808245, WKID=4326]",DEMAK,DEMAK,JAWA TENGAH,-6.872047778,110.6540758,medium
2256,"Point[X=119.503885700365, Y=-5.03495814959888, WKID=4326]",MARUSU,MAROS,SULAWESI SELATAN,-5.03495815,119.5038857,medium
2257,"Point[X=109.056370700048, Y=-7.29124783621864, WKID=4326]",PAGUYANGAN,BREBES,JAWA TENGAH,-7.291247836,109.0563707,medium
2258,"Point[X=113.112278500353, Y=-8.24387134738475, WKID=4326]",PASIRIAN,LUMAJANG,JAWA TIMUR,-8.243871347,113.1122785,medium
2259,"Point[X=99.8095748995621, Y=0.120388074949744, WKID=4326]",PASAMAN,PASAMAN BARAT,SUMATERA BARAT,0.120388075,99.8095749,medium
2260,"Point[X=112.209984999808, Y=-7.72605287563965, WKID=4326]",BADAS,KEDIRI,JAWA TIMUR,-7.726052876,112.209985,medium
2261,"Point[X=111.251957900437, Y=-7.06679767677133, WKID=4326]",KUNDURAN,BLORA,JAWA TENGAH,-7.066797677,111.2519579,medium
2262,"Point[X=107.771095100159, Y=-7.2458473119039, WKID=4326]",SUKARESMI,GARUT,JAWA BARAT,-7.245847312,107.7710951,medium
2263,"Point[X=108.486611600245, Y=-6.51552638183699, WKID=4326]",KRANGKENG,INDRAMAYU,JAWA BARAT,-6.515526382,108.4866116,medium
2264,"Point[X=107.861912000239, Y=-7.17425452042971, WKID=4326]",TAROGONG KALER,GARUT,JAWA BARAT,-7.17425452,107.861912,medium
2265,"Point[X=108.716692499559, Y=-6.86611837876012, WKID=4326]",BABAKAN,CIREBON,JAWA BARAT,-6.866118379,108.7166925,medium
2266,"Point[X=104.546277699556, Y=-3.96561207343836, WKID=4326]",MADANG SUKU I,OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,-3.965612073,104.5462777,medium
2267,"Point[X=103.806001400344, Y=-3.66499664008285, WKID=4326]",MUARA ENIM,MUARA ENIM,SUMATERA SELATAN,-3.66499664,103.8060014,medium
2268,"Point[X=111.630676199747, Y=-7.86425537718384, WKID=4326]",PULUNG,PONOROGO,JAWA TIMUR,-7.864255377,111.6306762,medium
2269,"Point[X=112.571328800084, Y=-7.53645472170797, WKID=4326]",PUNGGING,MOJOKERTO,JAWA TIMUR,-7.536454722,112.5713288,medium
2270,"Point[X=113.806941099952, Y=-8.12297679594235, WKID=4326]",KALISAT,JEMBER,JAWA TIMUR,-8.122976796,113.8069411,medium
2271,"Point[X=113.874791199954, Y=-8.26454188689854, WKID=4326]",SILO,JEMBER,JAWA TIMUR,-8.264541887,113.8747912,medium
2272,"Point[X=114.232107200287, Y=-8.43522011531604, WKID=4326]",CLURING,BANYUWANGI,JAWA TIMUR,-8.435220115,114.2321072,medium
2273,"Point[X=103.986942399672, Y=1.02192960017095, WKID=4326]",SAGULUNG,KOTA BATAM,KEPULAUAN RIAU,1.0219296,103.9869424,medium
2274,"Point[X=106.639205299985, Y=-7.25254191197962, WKID=4326]",JAMPANG KULON,SUKABUMI,JAWA BARAT,-7.252541912,106.6392053,medium
2275,"Point[X=108.359501899793, Y=-6.62531098841134, WKID=4326]",SUSUKAN,CIREBON,JAWA BARAT,-6.625310988,108.3595019,medium
2276,"Point[X=112.337738300082, Y=-8.20829867734204, WKID=4326]",BINANGUN,BLITAR,JAWA TIMUR,-8.208298677,112.3377383,medium
2277,"Point[X=111.676133500061, Y=-6.8706125976932, WKID=4326]",JATIROGO,TUBAN,JAWA TIMUR,-6.870612598,111.6761335,medium
2278,"Point[X=114.068863400126, Y=-7.84938900459883, WKID=4326]",CERMEE,BONDOWOSO,JAWA TIMUR,-7.849389005,114.0688634,medium
2279,"Point[X=104.50958700044, Y=0.92436162259088, WKID=4326]",TANJUNG PINANG TIMUR,KOTA TANJUNGPINANG,KEPULAUAN RIAU,0.924361623,104.509587,medium
2280,"Point[X=112.886314799888, Y=-7.64051912026116, WKID=4326]",GADINGREJO,KOTA PASURUAN,JAWA TIMUR,-7.64051912,112.8863148,medium
2281,"Point[X=111.138713199954, Y=-7.66399687825327, WKID=4326]",TAWANGMANGU,KARANGANYAR,JAWA TENGAH,-7.663996878,111.1387132,medium
2282,"Point[X=112.3143701002, Y=-7.69091172909299, WKID=4326]",BARENG,JOMBANG,JAWA TIMUR,-7.690911729,112.3143701,medium
2283,"Point[X=119.850305000376, Y=-3.0950513527377, WKID=4326]",MAKALE,TANA TORAJA,SULAWESI SELATAN,-3.095051353,119.850305,medium
2284,"Point[X=116.310258999753, Y=-8.85123515697688, WKID=4326]",PUJUT,LOMBOK TENGAH,NUSA TENGGARA BARAT,-8.851235157,116.310259,medium
2285,"Point[X=98.4686855400057, Y=3.61831941680771, WKID=4326]",BINJAI BARAT,KOTA BINJAI,SUMATERA UTARA,3.618319417,98.46868554,medium
2286,"Point[X=113.606900200084, Y=-8.38126522800781, WKID=4326]",AMBULU,JEMBER,JAWA TIMUR,-8.381265228,113.6069002,medium
2287,"Point[X=110.809040100221, Y=-6.50128956076458, WKID=4326]",KEMBANG,JEPARA,JAWA TENGAH,-6.501289561,110.8090401,medium
2288,"Point[X=112.789238399832, Y=-7.94605732558506, WKID=4326]",JABUNG,MALANG,JAWA TIMUR,-7.946057326,112.7892384,medium
2289,"Point[X=112.405504899831, Y=-8.03976983221196, WKID=4326]",DOKO,BLITAR,JAWA TIMUR,-8.039769832,112.4055049,medium
2290,"Point[X=111.850006300251, Y=-7.58528775322719, WKID=4326]",BAGOR,NGANJUK,JAWA TIMUR,-7.585287753,111.8500063,medium
2291,"Point[X=105.274688900373, Y=-5.03595896373514, WKID=4326]",PUNGGUR,LAMPUNG TENGAH,LAMPUNG,-5.035958964,105.2746889,medium
2292,"Point[X=102.265945999608, Y=-1.27915271402651, WKID=4326]",TEBO ULU,TEBO,JAMBI,-1.279152714,102.265946,medium
2293,"Point[X=105.41888450022, Y=-5.46445989860541, WKID=4326]",MERBAU MATARAM,LAMPUNG SELATAN,LAMPUNG,-5.464459899,105.4188845,medium
2294,"Point[X=107.151206099682, Y=-6.86859525466724, WKID=4326]",CILAKU,CIANJUR,JAWA BARAT,-6.868595255,107.1512061,medium
2295,"Point[X=109.857318600073, Y=-7.63943386518071, WKID=4326]",PITURUH,PURWOREJO,JAWA TENGAH,-7.639433865,109.8573186,medium
2296,"Point[X=106.004626399988, Y=-6.7684338049761, WKID=4326]",MALINGPING,LEBAK,BANTEN,-6.768433805,106.0046264,medium
2297,"Point[X=109.925529199613, Y=-7.01985912110149, WKID=4326]",LIMPUNG,BATANG,JAWA TENGAH,-7.019859121,109.9255292,medium
2298,"Point[X=114.048476799964, Y=-8.31221933905118, WKID=4326]",GLENMORE,BANYUWANGI,JAWA TIMUR,-8.312219339,114.0484768,medium
2299,"Point[X=98.5946989201191, Y=3.45554334864664, WKID=4326]",PANCUR BATU,DELI SERDANG,SUMATERA UTARA,3.455543349,98.59469892,medium
2300,"Point[X=120.564350099877, Y=-1.37842150564791, WKID=4326]",POSO PESISIR,POSO,SULAWESI TENGAH,-1.378421506,120.5643501,medium
2301,"Point[X=110.838882700276, Y=-6.82875072666468, WKID=4326]",JATI,KUDUS,JAWA TENGAH,-6.828750727,110.8388827,medium
2302,"Point[X=106.046217799912, Y=-5.98285881708068, WKID=4326]",PURWAKARTA,KOTA CILEGON,BANTEN,-5.982858817,106.0462178,medium
2303,"Point[X=112.419390499672, Y=-7.47494241306185, WKID=4326]",PRAJURIT KULON,KOTA MOJOKERTO,JAWA TIMUR,-7.474942413,112.4193905,medium
2304,"Point[X=107.538690799641, Y=-6.80149934411941, WKID=4326]",CISARUA,BANDUNG BARAT,JAWA BARAT,-6.801499344,107.5386908,medium
2305,"Point[X=112.727823500354, Y=-7.24879996514625, WKID=4326]",BUBUTAN,KOTA SURABAYA,JAWA TIMUR,-7.248799965,112.7278235,medium
2306,"Point[X=107.09251030041, Y=-6.12052092140334, WKID=4326]",SUKAWANGI,BEKASI,JAWA BARAT,-6.120520921,107.0925103,medium
2307,"Point[X=107.645748999916, Y=-6.68403082566203, WKID=4326]",SAGALAHERANG,SUBANG,JAWA BARAT,-6.684030826,107.645749,medium
2308,"Point[X=119.453669900046, Y=-5.14231506778611, WKID=4326]",PANAKUKKANG,KOTA MAKASSAR,SULAWESI SELATAN,-5.142315068,119.4536699,medium
2309,"Point[X=107.597808800036, Y=-6.95155065014234, WKID=4326]",BOJONGLOA KIDUL,KOTA BANDUNG,JAWA BARAT,-6.95155065,107.5978088,medium
2310,"Point[X=98.695163450333, Y=3.56922421672425, WKID=4326]",MEDAN KOTA,KOTA MEDAN,SUMATERA UTARA,3.569224217,98.69516345,medium
2311,"Point[X=115.218302600385, Y=-8.1412534885576, WKID=4326]",KUBUTAMBAHAN,BULELENG,BALI,-8.141253489,115.2183026,medium
2312,"Point[X=99.0845194101427, Y=2.94413528491549, WKID=4326]",SIANTAR MARIHAT,KOTA PEMATANGSIANTAR,SUMATERA UTARA,2.944135285,99.08451941,medium
2313,"Point[X=112.626006899699, Y=-7.97448863843988, WKID=4326]",KLOJEN,KOTA MALANG,JAWA TIMUR,-7.974488638,112.6260069,medium
2314,"Point[X=113.219603999825, Y=-7.74671055574748, WKID=4326]",MAYANGAN,KOTA PROBOLINGGO,JAWA TIMUR,-7.746710556,113.219604,medium
2315,"Point[X=110.476935999897, Y=-6.96338057785135, WKID=4326]",GENUK,KOTA SEMARANG,JAWA TENGAH,-6.963380578,110.476936,medium
2316,"Point[X=119.481813499993, Y=-5.11183254343706, WKID=4326]",TAMALANREA,KOTA MAKASSAR,SULAWESI SELATAN,-5.111832543,119.4818135,medium
2317,"Point[X=114.34579350027, Y=-7.83064734539863, WKID=4326]",BANYUPUTIH,SITUBONDO,JAWA TIMUR,-7.830647345,114.3457935,medium
2318,"Point[X=106.813912400337, Y=-6.7458411237688, WKID=4326]",CIGOMBONG,BOGOR,JAWA BARAT,-6.745841124,106.8139124,medium
2319,"Point[X=115.170297400205, Y=-8.56329350589056, WKID=4326]",MENGWI,BADUNG,BALI,-8.563293506,115.1702974,medium
2320,"Point[X=111.018669200323, Y=-7.40468028816474, WKID=4326]",SRAGEN,SRAGEN,JAWA TENGAH,-7.404680288,111.0186692,medium
